Channel Title,Channel Username,ID,Message,Date,Media Path,Sender ID,Views,Forwards,Reply To Message ID,Reactions,Reply Count
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4550,,2024-09-24 10:49:14+00:00,photos\@modernshoppingcenter_4550.jpg,-1001649695480,9383,5,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4549,"ቴሌግራም👉t.me/modernshoppingcenter
     ""በአዲስ ነገረ ሁሌም ቀዳሚዏች ነን"" 

✅ salad bowl
✅ የሰላጣ ማቅረቢያ
✅ የራሱ መቆንጠሪያ ማንኪያ ያለዉ
✅ የራሱ ማቅረቢያ ያለዉ
✅ ከንፁህ ሸክላ የተሰራ
✅ ማንኪዉና ማቅረቢያዉ ከባምቦ እንጨት የተሰራ
✅  በነጭና በጥቁር ከለር የቀረበ

         በ👇
   💸4000💸

🤳0924743736
🤳0974978584 

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 👇
                     0956415152 

የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

t.me/modernshopping1
t.me/modernshopping2 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ """,2024-09-24 10:49:14+00:00,photos\@modernshoppingcenter_4549.jpg,-1001649695480,8544,7,None,"[<telethon.tl.types.ReactionCount object at 0x0000021F5268F250>, <telethon.tl.types.ReactionCount object at 0x0000021F5268F2D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4548,"ቴሌግራም👉t.me/modernshoppingcenter
     ""በአዲስ ነገረ ሁሌም ቀዳሚዏች ነን"" 

✅ Electrical Incense Burner
✅ የኤሌክትሪክ ዕጣን ማጨሻ
✅ ለቤት፣ ለቢሮና ለፀሎት ቤትዎ  የሚሆኑ 
✅ ለአጠቃቀም ቀላል 

              በ👇
        💸1100💸 

🤳0924743736
🤳0974978584 

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 👇
                     0956415152 

የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

t.me/modernshopping1
t.me/modernshopping2 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ""",2024-09-24 05:44:35+00:00,photos\@modernshoppingcenter_4548.jpg,-1001649695480,9710,5,None,"[<telethon.tl.types.ReactionCount object at 0x0000021F5268F810>, <telethon.tl.types.ReactionCount object at 0x0000021F5268F890>, <telethon.tl.types.ReactionCount object at 0x0000021F5268F910>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4547,,2024-09-23 11:47:05+00:00,photos\@modernshoppingcenter_4547.jpg,-1001649695480,11377,14,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4546,,2024-09-23 11:47:05+00:00,photos\@modernshoppingcenter_4546.jpg,-1001649695480,11508,12,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4545,"ቴሌግራም👉t.me/modernshoppingcenter
     ""በአዲስ ነገረ ሁሌም ቀዳሚዏች ነን"" 

✅ የሊጥ ማዉረጃ(ዲስፔንሰር)
✅ ለፓንኬክ፣ለማፍል፣
ለእንቁላል ወዘተ
✅ የራሱ መክፈቻና መዝጊያ ያለዉ
✅ የማይዝግ፣የማይሰበር
✅  ለአጠቃቀም ቀላል 

       በ👇
    💸550✅ 

🤳0924743736
🤳0974978584 

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 👇
                     0956415152 

የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

t.me/modernshopping1
t.me/modernshopping2 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

🤩ለክፍለሀገር ደንበኞቻችን በየመናሐሪያ እንልካለን።

          ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ """,2024-09-23 11:47:05+00:00,photos\@modernshoppingcenter_4545.jpg,-1001649695480,10518,13,None,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A4450>, <telethon.tl.types.ReactionCount object at 0x0000021F526A44D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4544,,2024-09-23 08:17:29+00:00,photos\@modernshoppingcenter_4544.jpg,-1001649695480,11509,9,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4543,,2024-09-23 08:17:29+00:00,photos\@modernshoppingcenter_4543.jpg,-1001649695480,11700,11,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4542,,2024-09-23 08:17:29+00:00,photos\@modernshoppingcenter_4542.jpg,-1001649695480,11447,10,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4541,"ቴሌግራም👉t.me/modernshoppingcenter
     ""በአዲስ ነገረ ሁሌም ቀዳሚዏች ነን"" 

✅ Multifunctional 3in1electric non Stick Fraying Pan
✅ 3in1 የኤሌክትሪክ መጥበሻ
✅ በአንድ ጊዜ ሶስት የተለያዪ ነገሮችን መጥበስ የሚችል 
✅ 900watt ሃይል የሚጠቀም
✅ የማይዝ የማያሳርር ፈጣን የሆነ 
✅ 26cm×42cm ስፋት
✅ ለማፅዳት እና ለአጠቃቀም ቀላል 
         
           በ👇
      💸2500💸 

🤳0924743736
🤳0974978584 

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 👇
                     0956415152 

የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

t.me/modernshopping1
t.me/modernshopping2 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ """,2024-09-23 08:17:28+00:00,,-1001649695480,11108,11,None,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A5410>, <telethon.tl.types.ReactionCount object at 0x0000021F526A5490>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4540,,2024-09-21 16:12:55+00:00,,-1001649695480,14473,29,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4539,,2024-09-21 16:12:55+00:00,photos\@modernshoppingcenter_4539.jpg,-1001649695480,14781,27,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4538,,2024-09-21 16:12:55+00:00,photos\@modernshoppingcenter_4538.jpg,-1001649695480,14062,26,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4537,,2024-09-21 16:12:55+00:00,photos\@modernshoppingcenter_4537.jpg,-1001649695480,13057,26,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4536,"ቴሌግራም👉t.me/modernshoppingcenter
     ""በአዲስ ነገረ ሁሌም ቀዳሚዏች ነን"" 

✅ Mandoline vegetables slicer 
✅ ድንች፣ ካሮት፣ዝኩኒ፣ በቀላሉ መክተፋ የሚችል 
✅ በተለያዩ አይነት ቅርፅ ማውጣት የሚችል 
✅ ጠንካራ አና ለስራ ፍጥነት የሚያመች 
✅ ለአጠቃቀም ቀላል 

              በ👇
        💸1200💸 

🤳0924743736
🤳0974978584 

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 👇
                     0956415152 

የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

t.me/modernshopping1
t.me/modernshopping2 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ""",2024-09-21 16:12:55+00:00,photos\@modernshoppingcenter_4536.jpg,-1001649695480,12699,26,None,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A6950>, <telethon.tl.types.ReactionCount object at 0x0000021F526A69D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4535,"ቴሌግራም👉t.me/modernshoppingcenter
     ""በአዲስ ነገረ ሁሌም ቀዳሚዏች ነን"" 

✅ የጀርባ ማከኪያ
✅ ለሰዉነት ተስማሚ ከሆነ ማቴሪያል የተሰራ
✅ የማይቧጥጥ
✅ የማይዝግ፣የማይሰበር
✅  ለአጠቃቀም ቀላል 

       በ👇
    💸200✅ 

🤳0924743736
🤳0974978584 

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 👇
                     0956415152 

የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

t.me/modernshopping1
t.me/modernshopping2 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ """,2024-09-21 11:08:29+00:00,photos\@modernshoppingcenter_4535.jpg,-1001649695480,13588,46,None,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A7050>, <telethon.tl.types.ReactionCount object at 0x0000021F526A70D0>, <telethon.tl.types.ReactionCount object at 0x0000021F526A7190>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4534,,2024-09-21 06:14:37+00:00,photos\@modernshoppingcenter_4534.jpg,-1001649695480,13318,18,None,None,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4533,"ቴሌግራም👉t.me/modernshoppingcenter
     ""በአዲስ ነገረ ሁሌም ቀዳሚዏች ነን"" 

✅ ESPRESSO COFFEE MAKER
✅ ከአልሙኒየም የተሰራ
✅ 12 ስኒ መያዝ የሚችል 
✅ በስቶቭ፣ ጋዝ እና ከሰል ላይ የሚጣድ
✅ ለቤት እና ለቢሮ ተመራጭ
✅ ለአጠቃቀም ቀላል 

              በ👇
        💸1500💸 

🤳0924743736
🤳0974978584 

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 👇
                     0956415152 

የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

t.me/modernshopping1
t.me/modernshopping2 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ""",2024-09-21 06:14:37+00:00,photos\@modernshoppingcenter_4533.jpg,-1001649695480,14022,19,None,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A7B10>, <telethon.tl.types.ReactionCount object at 0x0000021F526A7B90>, <telethon.tl.types.ReactionCount object at 0x0000021F526A7C10>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4532,,2024-09-20 13:20:40+00:00,photos\@modernshoppingcenter_4532.jpg,-1001649695480,15016,9,None,None,0
